RmsId;ScoringDate;CategoryGroup;Category;Score;TaggedCharacteristics;Status;SharePointLink;SharePointLinkTruncated
458;28/02/2022;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Seasonal industry with volatile working capital"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/458/;https://c4.sharepoint.com/sites/458
458;28/02/2022;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Low barriers to entry"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/458/;https://c4.sharepoint.com/sites/458
458;28/02/2022;Industry/Company;Regulatory Framework;20.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/458/;https://c4.sharepoint.com/sites/458
458;28/02/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Flexible cost base"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/458/;https://c4.sharepoint.com/sites/458
458;28/02/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Recent change in management \/ high degree of key man risk"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/458/;https://c4.sharepoint.com/sites/458
458;28/02/2022;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/458/;https://c4.sharepoint.com/sites/458
17;07/10/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/17/;https://c4.sharepoint.com/sites/17
17;07/10/2021;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/17/;https://c4.sharepoint.com/sites/17
17;07/10/2021;Industry/Company;Regulatory Framework;20.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/17/;https://c4.sharepoint.com/sites/17
17;07/10/2021;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/17/;https://c4.sharepoint.com/sites/17
17;07/10/2021;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/17/;https://c4.sharepoint.com/sites/17
17;07/10/2021;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Market challenger"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/17/;https://c4.sharepoint.com/sites/17
1769;26/04/2021;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/390/;https://c4.sharepoint.com/sites/390
1769;26/04/2021;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/390/;https://c4.sharepoint.com/sites/390
1769;26/04/2021;Industry/Company;Technology Risk;30.000.000.000;"[{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/390/;https://c4.sharepoint.com/sites/390
1769;26/04/2021;Industry/Company;Regulatory Framework;40.000.000.000;"[{""CharacteristicText"":""High dependecy on regulation or is a beneficiary from regulation in an unstable regulatory evironment"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/390/;https://c4.sharepoint.com/sites/390
1769;26/04/2021;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/390/;https://c4.sharepoint.com/sites/390
1769;26/04/2021;Company;Management & Ownership;50.000.000.000;"[{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive ownership style with mixed track record"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/390/;https://c4.sharepoint.com/sites/390
1769;26/04/2021;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Power to withstand competitive behaviour (price cutting, market consolidation)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/390/;https://c4.sharepoint.com/sites/390
624;01/10/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;01/10/2021;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Market pricing has not shown to be rational"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;01/10/2021;Industry/Company;Technology Risk;40.000.000.000;"[{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;01/10/2021;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;01/10/2021;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Aggressive ownership style with mixed track record"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;01/10/2021;Company;Competitive Positioning;40.000.000.000;"[{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Market challenger"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Limited scale \/ limited ability to withstand sustained period of competitive behaviour"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;02/10/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;02/10/2021;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Market pricing has not shown to be rational"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;02/10/2021;Industry/Company;Technology Risk;40.000.000.000;"[{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;02/10/2021;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;02/10/2021;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Aggressive ownership style with mixed track record"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
624;02/10/2021;Company;Competitive Positioning;40.000.000.000;"[{""CharacteristicText"":""Market challenger"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Limited scale \/ limited ability to withstand sustained period of competitive behaviour"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/62477/;https://c4.sharepoint.com/sites/62477
454;21/03/2022;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/4542/;https://c4.sharepoint.com/sites/4542
454;21/03/2022;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/4542/;https://c4.sharepoint.com/sites/4542
454;21/03/2022;Industry/Company;Regulatory Framework;10.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/4542/;https://c4.sharepoint.com/sites/4542
454;21/03/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/4542/;https://c4.sharepoint.com/sites/4542
454;21/03/2022;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/4542/;https://c4.sharepoint.com/sites/4542
454;21/03/2022;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/4542/;https://c4.sharepoint.com/sites/4542
